,y,x,mass,size,ecc,signal,raw_mass,ep,x_orig,y_orig,Worm,Rep,RNAi,Genotype
382,159.5540023200465,550.9360345248085,1463.2664480076703,7.459422360025831,0.10601029176898179,6.918043435028898,3712.0,0.007075591735833947,923.1375518174655,1021.434718558361,2,1,L4440,JM149
383,187.885829341129,555.5803564487366,1269.4609703278027,7.946852841627473,0.08527298961891826,4.4616367080983474,3645.0,0.007227783302950275,950.4999012755203,1030.127473048217,2,1,L4440,JM149
155,119.98038541636083,1321.9640088048152,855.5268989095554,6.90559403222474,0.1270154839969129,3.986722192021089,1946.0,0.022346777291721104,1080.9812217403341,256.8783796253576,1,1,L4440,JM149
196,137.92340865079154,1245.6199430206268,2566.0675542683066,8.085388186752336,0.25559232474639854,10.026014225478779,8464.0,0.004012590019828671,1069.299804642434,334.42780230429634,1,1,L4440,JM149
229,110.50976987205809,1171.0749898429992,1313.8815335011284,8.624348016967964,0.07267561534107535,4.105139682873201,3348.0,0.011270244085168912,1016.1710028240101,393.46836507841135,1,1,L4440,JM149
244,140.14996052296647,1138.7295358768968,2307.049029277788,8.412548483766319,0.07829435727798903,7.855026893190066,6073.0,0.005740161886313896,1031.684979554126,434.5059797765497,1,1,L4440,JM149
280,111.75552086566199,1050.2278592063371,746.8591148042676,8.603421872983349,0.07906179916831088,2.684129792647862,1664.0,0.02785283933251585,972.4641403731304,506.1417472649437,1,1,L4440,JM149
308,147.09832595035778,1005.0523037462583,2427.7559249530404,7.971317780769962,0.062064489535377035,8.210279365746402,6572.0,0.005266914151987791,988.5101211283635,561.2096252337209,1,1,L4440,JM149
355,115.18374915864842,905.5603551872655,522.7737496151218,8.275907036072061,0.03463546170052928,1.7367898658309695,1130.0,0.052214771568552386,921.9406523708849,641.743430987617,1,1,L4440,JM149
380,119.34147509846866,863.6287679602206,923.5774836525687,8.780575874815534,0.02994890645321067,2.881492277401381,2151.0,0.01953890924280932,910.2344644841439,682.2219420463288,1,1,L4440,JM149
415,140.92374587339305,808.8163243384076,1664.870976386787,8.461080367222971,0.017463592311171273,6.03929203345769,4273.0,0.008492856652899469,909.9256721513585,741.1295224998814,1,1,L4440,JM149
438,108.86499925660814,752.5104444133358,2418.479888169625,8.498492075271468,0.07464699091770514,6.947159463323878,6770.0,0.005100072159305071,859.2548392361678,781.5099885751591,1,1,L4440,JM149
475,149.5937193315881,696.9139794415182,962.7736731246177,8.556128246628392,0.05429307530748061,3.0393822652041966,2362.0,0.017301368989949235,876.4331515723013,848.2535361403797,1,1,L4440,JM149
480,111.87622769887435,661.2066727069879,2302.6281096193093,8.339338198199828,0.07032360331422363,6.986631960274582,6492.0,0.005337462801629982,828.1550355704122,867.4067198080055,1,1,L4440,JM149
526,116.02308542201604,580.8354966567018,1873.877847740764,7.847853072209268,0.062182160786824946,6.631379487718247,5700.0,0.0061534564791005,802.1683483243106,943.5737366503065,1,1,L4440,JM149
529,144.23244962271247,592.7889227579908,1114.7822588817783,7.938322275846545,0.0644569780315335,4.657754640183055,3422.0,0.010982908106783944,832.7993768146732,942.9470646554777,1,1,L4440,JM149
555,106.89902719054794,514.8695912667296,2100.5683977286562,7.008803576264314,0.12749711728362723,10.065486722429483,6814.0,0.0050644215902570745,769.2069866205652,1001.4382140709561,1,1,L4440,JM149
565,137.1192190833192,512.2852910249227,2018.4656040711923,7.595711512786794,0.06571489518291684,8.210279365746402,7439.0,0.004606981757767894,796.3081195244055,1015.0568484042553,1,1,L4440,JM149
36,153.21983532780678,577.0095582724553,1450.4947846694408,7.896715020064236,0.3736416778164435,8.167200364129734,18371.0,0.0031822919231390616,941.7170608108108,592.6179617117117,5,1,ELT-2,JM149
